41001_2016_03_11_0010.jpg,10.5,2
41001_2016_03_11_0110.jpg,10.1,1.95
41001_2016_03_11_0200.jpg,10.6,2.02
41001_2016_03_11_0310.jpg,10.5,2.06
41001_2016_03_11_0410.jpg,11,2.42
41001_2016_03_11_0510.jpg,10.8,2.74
41001_2016_03_11_0610.jpg,11.3,2.97
41001_2016_03_11_0710.jpg,11.2,3.02
41001_2016_03_11_0810.jpg,10.8,3.21
41001_2016_03_11_0910.jpg,11.1,2.86
41001_2016_03_11_1010.jpg,11.5,2.9
41001_2016_03_11_1110.jpg,10.7,2.95
41001_2016_03_11_1210.jpg,11.6,3.35
41001_2016_03_11_1310.jpg,11.3,3.15
41001_2016_03_11_1410.jpg,11.2,2.96
41001_2016_03_11_1510.jpg,10.9,2.78
41001_2016_03_11_1710.jpg,10.5,3.03
41001_2016_03_11_1810.jpg,10.1,2.66
41001_2016_03_11_1910.jpg,8.6,2.87
41001_2016_03_11_2010.jpg,8.7,2.77
41001_2016_03_11_2110.jpg,10.5,2.8
41001_2016_03_11_2210.jpg,9.2,2.72
41001_2016_03_11_2310.jpg,7.5,2.56
41001_2016_03_12_0010.jpg,5.9,2.65
41001_2016_03_12_0110.jpg,5.3,2.37
41001_2016_03_12_0210.jpg,4.6,2.32
41001_2016_03_12_0310.jpg,6.4,2.1
41001_2016_03_12_0410.jpg,7.6,1.84
41001_2016_03_12_0510.jpg,8.2,1.92
41001_2016_03_12_0610.jpg,8.2,1.65
41001_2016_03_12_0710.jpg,7.9,1.47
41001_2016_03_12_0810.jpg,7.6,1.54
41001_2016_03_12_0910.jpg,8.1,1.5
41001_2016_03_12_1010.jpg,7.1,1.36
41001_2016_03_12_1110.jpg,6.6,1.38
41001_2016_03_12_1210.jpg,6.3,1.25
41001_2016_03_12_1310.jpg,5.4,1.25
41001_2016_03_12_1410.jpg,6.2,1.19
41001_2016_03_12_1510.jpg,5,1.19
41001_2016_03_12_1610.jpg,5.1,1.1
41001_2016_03_12_1710.jpg,5,1.03
41001_2016_03_12_1810.jpg,4.8,1.06
41001_2016_03_12_1910.jpg,4.9,1.02
41001_2016_03_12_2010.jpg,5,0.97
41001_2016_03_12_2110.jpg,5.4,1
41001_2016_03_12_2210.jpg,5.2,0.98
41001_2016_03_12_2310.jpg,4.8,0.95
41001_2016_03_13_0010.jpg,4.3,0.93
41001_2016_03_13_0110.jpg,4.3,0.87
41001_2016_03_13_0210.jpg,5.3,0.87
41001_2016_03_13_0310.jpg,5,0.94
41001_2016_03_13_0410.jpg,4.5,0.89
41001_2016_03_13_0510.jpg,6.2,0.92
41001_2016_03_13_0610.jpg,6.5,1.06
41001_2016_03_13_0710.jpg,8.9,1.16
41001_2016_03_13_0810.jpg,8.7,1.18
41001_2016_03_13_0910.jpg,9.4,1.24
41001_2016_03_13_1010.jpg,8.5,1.17
41001_2016_03_13_1110.jpg,7.8,1.17
41001_2016_03_13_1210.jpg,7.9,1.23
41001_2016_03_13_1310.jpg,7.7,1.18
41001_2016_03_13_1410.jpg,7,1.16
41001_2016_03_13_1510.jpg,6.5,1.21
41001_2016_03_13_1610.jpg,6,1.21
41001_2016_03_13_1710.jpg,6.4,1.29
41001_2016_03_13_1810.jpg,6.2,1.18
41001_2016_03_13_1910.jpg,5.7,1.17
41001_2016_03_13_2010.jpg,8.5,1.33
41001_2016_03_13_2110.jpg,9,1.39
41001_2016_03_13_2210.jpg,9.6,1.42
41001_2016_03_13_2310.jpg,9,1.59
41001_2016_03_14_0010.jpg,9.9,1.67
41001_2016_03_14_0110.jpg,8.1,1.49
41001_2016_03_14_0210.jpg,7.3,1.39
41001_2016_03_14_0310.jpg,6.1,1.33
41001_2016_03_14_0410.jpg,3.6,1.4
41001_2016_03_14_0510.jpg,6,1.3
41001_2016_03_14_0610.jpg,7.5,1.42
41001_2016_03_14_0710.jpg,8.1,1.36
41001_2016_03_14_0810.jpg,8.1,1.57
41001_2016_03_14_0910.jpg,9.8,1.57
41001_2016_03_14_1010.jpg,7.7,1.6
41001_2016_03_14_1110.jpg,8.5,1.57
41001_2016_03_14_1210.jpg,9.7,1.68
41001_2016_03_14_1310.jpg,6.2,1.61
41001_2016_03_14_1410.jpg,9.3,1.74
41001_2016_03_14_1510.jpg,9.7,1.74
41001_2016_03_14_1610.jpg,8.4,1.8
41001_2016_03_14_1700.jpg,9.8,2.02
41001_2016_03_14_1810.jpg,9.6,1.8
41001_2016_03_14_1910.jpg,10,1.73
41001_2016_03_14_2010.jpg,11.1,1.99
41001_2016_03_14_2110.jpg,10.4,2
41001_2016_03_14_2210.jpg,9.4,2.03
41001_2016_03_14_2310.jpg,10.6,2.35
41001_2016_03_15_0010.jpg,10.6,2.19
41001_2016_03_15_0110.jpg,11.4,2.06
41001_2016_03_15_0210.jpg,10.3,2.11
41001_2016_03_15_0310.jpg,10.1,2.21
41001_2016_03_15_0410.jpg,11.3,2.19
41001_2016_03_15_0510.jpg,10.5,2.22
41001_2016_03_15_0610.jpg,10.4,2.13
41001_2016_03_15_0710.jpg,9.3,1.99
41001_2016_03_15_0810.jpg,8.5,2.13
41001_2016_03_15_0910.jpg,9.3,2.05
41001_2016_03_15_1010.jpg,6.9,1.93
41001_2016_03_15_1110.jpg,8.3,1.95
41001_2016_03_15_1210.jpg,8.3,2.06
41001_2016_03_15_1310.jpg,8.4,1.93
41001_2016_03_15_1400.jpg,8.4,1.92
41001_2016_03_15_1510.jpg,8.8,2
41001_2016_03_15_1610.jpg,10.4,2.08
41001_2016_03_15_1710.jpg,9.9,2.19
41001_2016_03_15_1810.jpg,9.9,2.2
41001_2016_03_15_1910.jpg,10.9,2.3
41001_2016_03_15_2010.jpg,10.2,2.37
41001_2016_03_15_2110.jpg,9.7,2.41
41001_2016_03_15_2210.jpg,9.9,2.15
41001_2016_03_15_2310.jpg,10.4,2.21
41001_2016_03_16_0010.jpg,10.6,2.53
41001_2016_03_16_0110.jpg,11.6,2.51
41001_2016_03_16_0210.jpg,10.2,2.53
41001_2016_03_16_0310.jpg,9.9,2.56
41001_2016_03_16_0410.jpg,10.1,2.23
41001_2016_03_16_0510.jpg,9.9,2.35
41001_2016_03_16_0610.jpg,9.1,2.4
41001_2016_03_16_0710.jpg,9.3,2.4
41001_2016_03_16_0810.jpg,8.6,2.14
41001_2016_03_16_0910.jpg,8.4,2.09
41001_2016_03_16_1010.jpg,8,1.97
41001_2016_03_16_1110.jpg,7.8,2.06
